date,user,star,like,comment
2021년 8월 13일,Justin Young Hyun Kim,4,9.0,"Moes 의 wifi switch를 그쪽 앱인 Smartlife와 삼성 Smart things를 연결해서잘 쓰고 있습니다. 몇가지 아쉬워서 글을남깁니다. 1. 자동화 조건을 더 다양하게 해주세요. 지금은 날씨 조건이 하나만 됩니다. 맑은날과 흐린날 둘다 주지못하죠. 2. not 조건도 있으면합니다 3. 디바이스의 켜짐. 꺼짐 동작의 타이머를 계속 적용되게 해주세요. 지금은 예로 꺼짐+타이머 10분 을 하면. 스위치 켜지고 10분후 자동으로 꺼지지만. 한번만 되고. 다음에도 또 동작조건을 다시 만들어야합니다. 그동안 몰라서 안쓰고 있...
전체 리뷰"
2021년 8월 17일,JS W,2,9.0,"이번에 Q9000 2in1 을 구매하여 스텐드만 설치했습니다. SmartThings로 모든 기능 제어 할 수 있고 매우 편리합니다. 다만!! SmartThings에서 에어컨 선택하여 들어가면 ""도시 선택"" 이라는 메뉴가 뜨는데.... 선택을 해도 선택이 되지 않고, 매번 에어컨 진입할 때 마다 이 메뉴가 뜨는 바람에 매우 불편합니다. 다른 분들 리뷰 내용을 보면 저랑 동일한 현상이 다른 분 에게도 있는 것을 확인했는데, 해결 방법이 없나요? 다른 분께 답변 달아주신 내용 데로 로그데이터도 보내드리고(2회) 했지만 문제 해결은 안 되...
전체 리뷰"
2021년 9월 9일,이미연,2,4.0,전력량 오류가 심하네요. 에어컨 5시간이상 사용후 종료했는데 전력은 전혀 사용안한걸로 나오네요. 합산전력량과 시간별전력량의 합산도 안맞구요. 전력량이 체크되어 도움이 많이되는데 이렇게 오류가 많아서야...
2021년 8월 23일,이순환,3,14.0,아까부터 왜 어플 실행이 안되는지 이해가 안됩니다. 어플 실행 해서 에어컨 켜짐 해놓고 꺼짐 시간 예약하려고 했더니 안되서 퇴근하고 리모컨으로 껐는데 어플로 실행이 잘 되다가 갑자기 안되니 답답합니다. 지금도 어플 실행이 안됩니다. 로딩중으로 뜨는데 제것만 이러는건지 궁금합니다.
2021년 8월 18일,JIYOUN Park,1,11.0,로봇청소기때문에 이용하는데 어플오류때문에 진짜 매번 짜증나네요. 맨날 오프라인상태라고 하고 로봇은 인터넷신호 강하게 잘 잡힌다하고..앱이 문젠듯..담당자 정신차리고 개선하세요. 따로 전용앱을 만들어주던지 진짜 더워죽겠는데 더열받네요. 어쩌다 한번이면 이런 리뷰 쓰지도 않아요. 맵보고 청소구역 설정해야하는데 이 앱말곤 되는게 없는데 이렇게 자주 오류면 어쩌자는거죠?
2021년 8월 16일,Myoung Chul Kim,1,4.0,스마트폰 자체 하단 바와 어플의 하단 메뉴 버튼이 겹치는 어플은 S8 사용 하면서 처음 보는 것 같네요. 작년에 사용할 때는 이런 현상이 없었는데 올해 7월부터 재 사용하는데 이러는거 보면 업데이트 하면서 생긴 문제로 생각되네요. 이런 기본적인 검증도 안 하시고 어플을 업데이트 하시는건지? 사용자 입장에서는 정말 갑갑하네요. 하단 메뉴를 누르려고 어플 재 실행을 몇 번을 하고 있는지 ㅋ
2021년 8월 17일,삼족오,2,1.0,"스마트씽에 표시 되는 에어컨 집안 온도가 25도면 2.5 / 27도면 2.7 로 표기 됩니다. 실외기 체크는 정상적으로 나옵니다. 그래도 정상적으로 작동이 된다면 웃어넘어 갈 수준이지만. 실내 온도가 2.5도로 뜨기 때문에. 수 많은 에어컨 컨트롤 기능이 다 먹통이 됩니다. 이게 도데체 무슨 장난 인가요. 이런 웃기지 않는 에러, 빨리 고쳐 주세요."
2021년 8월 9일,푸딩,4,3.0,갑자기 블루투스 이어폰 연결이 안되는데 왜이럴까요? 갤럭시 웨어러블에는 버즈프로가 연결이 됐는데 이어폰으로 소리가 안나옵니다. 스마트폰-이어폰 전환하는 상태바도 안뜨고요. 스마트띵스 어플 강제중지해도 안되고 껐다 켜봐도 똑같네요.
2021년 8월 10일,갓킹,2,2.0,뭔가 느리고 UI가 애매함 ㅠㅠ 싸구려 가성비 샤오미 어플보다 못하다는 느낌가득... 가전제품보다 이쪽에 투자를 더 해야할듯.. 잡다한 리모콘들이 스마트폰 하나로 통제한다는 개념이 들어와야하는데 리모콘이 4007885배 정도 편리해서 썩 유쾌한 작동이 안됨
2021년 8월 24일,이상홍,1,4.0,"원래는 모바일네트워크 연결시에도 폰으로 퇴근할때 에어컨 켜는 등 기기 전원 제어 됐던 걸로 기억하는데, 이젠 폰에다가 해당 와이파이 안잡아두면 인식조차 안됩니다. 이럴거면 이 앱은 왜 있나 싶네요."
2021년 8월 27일,송용우,2,3.0,쓸데없는 광고기능 때문인지 기기 상태값 로딩하는데 시간이 걸립니다. (꺼진 제품이 마지막 상태인 켜진 상태로 표시됐다가 로딩 후 제대로 표시) 와이파이 환경에서도 그렇다는건 문제가 있는거에요.. 개선은 안되겠지만 푸념해봅니다.
2021년 8월 29일,최종현,3,7.0,스마트홈이 더나앗던것 같네요.....그리고 리모컨과 앱이 연동이안되니 리모컨따로 앱따로 움직이니 불편하네요 리모컨셋팅하면 앱에서 틀어지고 앱에서 셋팅하면 리모컨이 틀어지고..... 스마트띵 에너지같은경우도 구형무풍에어컨에 자체 전력량모니터가 가능한데 연동이안되고 결국 플러그를 구매하도록 유도하는듯....
2021년 8월 16일,철시공,3,2.0,"평소에 에어컨사용시 사용전력량정보값을 잘확인해서 유용하게 사용중이었는데 얼마전부터 잘 표시되던게 사용량이 다사라지기도하고, 앱 재실행시에는 잘되던가싶다가도 일부날짜는 사용기록이 사라지고 왔다갔다하네요?"
2021년 8월 12일,122 Stridsvagn,1,5.0,삼성계정 연동하라고해서 로그인하면 계속 창이 새로 뜨면서 로그인자체가안됨. 그래서 구글계정사용하기누르면. 인증번호날라오는데 그거인증해도 계속 다음화면 안넘어가고 인증번호만날라옴. 살다살다 이런앱 처음봄 ; 빡쳐서 바로 삭제함
2021년 8월 12일,Michael Hong,3,,기기 연결하는데 좀 몇년전모델은 불편하네요
2021년 8월 30일,Hoyoung Park,5,1.0,스마트 싱스에서 측정하는 냉장고의 실시간 소비전력량과 실제 소비전력량의 차이가 어느정도 일까요?? 집 검침기에서 측정하는 전력량이랑 스마트싱스에서 측정하는 전력량의 양이 50%이상 차이가 나는거 같아서요... 정확한 답변 부탁드립니다. 스마트싱어에서 측정한 실시간 전력량과 실제소비전력량의 차이가 근소하다면 관리소 쫓아갈려구요~
2021년 8월 10일,양중훈,1,6.0,"이거 업데이트 하고나서 문제가 많은데 처음에 잘쓰고있다가 최근마지막 업데이트때 연결이 끊어지면서 안되는사람이 많은 것 같습니다만 지금 쓰고있는 에어컨도 19년도 여름에 산건데 이때까지 문제있었던 적은 단 한번도 없었는데 잘되던거 괸히 건드려서 뭔가 문제가 생긴것같네요 네이버에 검색해봐도 다나오는걸 형식적인 답장만 하지말고, 다른 사람들한테서 에러 데이터로그 따낼생각 하지말고 뭘 잘못수정했나 부터 찾아보시죠 ㅡㅡ"
2021년 8월 11일,HyeIn Jo,1,4.0,삼성 더 프레임(2017)이 휴대폰과 리모컨이 연결 안돼요. 꼭 되게 해주세요. 너무 불편해요... SmartThings 나오기전에 Smart View라는 어플로 휴대폰을 리모컨처럼 썼었는데(간혹 리모컨이 안보일때) 그게 어플이 종료가 되서 한동안 못썼거든요. SmartThings는 꼭 지원되길 부탁드려요.
2021년 9월 12일,Kr St,3,1.0,집근처 도착시 자동으로 실행되게 설정을해놓음에도 불구하고 자동으로실행이안됩니다 [반경설정 및 위치권한 다허용함 업데이트이전에는잘되었는데 왜 지금은 안될까요 자동화 설정시 편한데 작동이안되면 뭐 ...
2021년 9월 13일,J I,2,3.0,"모드를 만들면 사라져서 안 보입니다. 삭제된 건 아니고 보이지가 않아서 수정/삭제를 못해요. 정말 불편하네요. 갤럭시 홈 미니 사고, 스마트싱스 허브 사고 돈 좀 쏟았는데 돈 아까워죽겠습니다. 무슨 삼성 앱 퀄리티가 이 모양인가요?"
2021년 8월 12일,행복이,3,,삼성 무풍에어컨 사용하고 있습니다 어플을 깔고 잘 사용 하고 있었는데 전력량 모니터링을 보니 하루에 평균 6kw정도 쓰고 있더라구요 그려려니 했는데 어플을 깐 첫날 645kw를 사용 했다고 되어 있더라구요 이 무슨 일인가요??? 설마 진짜 이렇게 쓴건 아니겠죠?
2021년 8월 12일,신민섭,1,,로그인 하자있는건 안고쳐지네
2021년 8월 12일,나루비,1,4.0,"다 괜찮은데 버즈를 사용하고 어디에다가 뒀는지 모를때 소리 울리기 기능을 쓰고 있는데, 아니 청력보흐를 위한건 알겠는데, 어두운데서 잊어버리면 착용중이라고 뜨는데 뭘 어떻게 찾으라는거죠? 강제로 차단되어있는데, 아님 그 설정을 풀수 있게 하든가 하셔야죠. 덕분에 계속 찾고있네요^^"
2021년 8월 31일,박성재,4,,에어컨 켜기 끄기 옵션외에 상태변경 옵션이 있어서 무풍 등을 특정시간에 조절했으면 좋겠어요. 새벽에는 무풍모드로 갔다가 아침에는 냉방 모드로 전환한다거나 하는 형태로요. 에어컨 켜고자면 새벽에 추워서 깨게 되더라구요.
2021년 8월 31일,정유경,3,6.0,얼마전부터 이번달 에너지사용량이 새로고침 할때마다 너무 들쑥날쑥 달라집니다~ 아예 에너지사용량이 없다고 나올때도 많구요..이런 에러가 잦으면 에너지사용량을 신뢰할수없을것같아요. 왜그런거죠?
2021년 8월 24일,김영길,1,1.0,업그레이드 이후 에어컨이 오프라인인데 다운그레이드된건가요? 테스트도없이 업그레이드합니까?
2021년 8월 28일,HyeMin kim,1,2.0,업데이트되고나서 즐겨찾기부분에 동그라미가 빙글빙글돌아가다가 서버오류라면서 안돼네요 10분전까지도 사용하던어플이 갑자기 즐겨찾기 부분에 사용중이던 기기목록이 사라져 다시 등록하려니 안돼고 몇번삭제했다 깔아도안돼고 이럴거면 뭐하러업데이트하신겁니까?
2021년 8월 15일,이치상,3,5.0,"시스템에어컨을 사용중 만족스럽게 사용중입니다. 다만, 아쉬운건 하나 예약기능. 예약기능이 왜 없을까요?ㅠㅠ 최소 꺼짐예약은 있어야 될거 같아요. 예약기능만 활성화 된다면 더욱 좋겠어요."
2021년 8월 17일,이성헌,5,,너무 너무 좋아요 그리고 제가 좋아하는 스타일 입니다 감사합니다 ㅅㅅ
2021년 8월 14일,오지영,1,3.0,에어컨연결해서 사용하다가 2주전부터 스마트싱스에너지 버튼 실행이 안되서 삼성 상담자 및 해당앱에 사진첨부 오류문의를 10번 이상해도 해결이 방금상담전 까지도 안되고 있습니다. 해결하려는 의지가 없어보입니다.삼성문제인지 해당앱사의 문제인지.고작 말하는게 삭제하고 다시 깔아보라는 말만 듣고 있는데 그정도는 문의전 다 해보는거 아닌가요? 성의있는 대처 계속기다리겠습니다.제발요.
2021년 8월 13일,Mark Kim,5,4.0,"에어컨 E101 에러가 나서 메뉴얼대로 차단기를 한참 내렸다가 켰더니 기존에 등록된 1층, 2층 각방 에어컨이 서로 뒤죽박죽 섞여 버리네요. 물론 차단기 내릴일이 없어야 정상이겠지만 매번 이걸 다시 변경 등록해야하는건 smart 하지 않은것 같아요."
2021년 8월 17일,윤지환,5,,연동잘되고 쓰기편해요
2021년 8월 23일,R. H.W.,5,1.0,밖에서 세탁이 잘되고 있는지 몇 분이 남았는지 알 수 있어서 좋고 외출 후 세탁물을 넣어놨을때 집에 들어가기 전에 설정을 해놓고 딱 들어가서 빨래널기 좋아서 아주 실용적으로 사용하고 활용하고 있습니다.
2021년 8월 12일,박상윤,1,1.0,작년에 에어컨 구매해서 연결해 잘 썼습니다. 근데 올해 다시 켜니 오프라인으로 떠서 어플도 다시 지웠다 깔고 새로 추가해보려고 하는데 에어컨 AP모드로 해도 전혀 잡히지 않습니다!ㅠ
2021년 8월 17일,김주빈,2,5.0,업데이트이후 에어컨 원격 시동이 안되는데 삭제하고 재설정해도안되는데 지금같이 더운시기에 사용하라고있는기능이 왜안되는겁니까? 에어컨 원격시동 안된다는댓글이 수십명이보이는데 스크린샷찍어서 의견보내라고 메뉴얼에 나와있는 복사붙여넣기 답변이나 하고있고 메뉴얼대로 해서 되면 모를까 진짜 답답하네요 삼성맞습니까?
2021년 9월 11일,김지훈,1,1.0,"갑자기 에어컨 연결 끊김이 잦고, 같은방 공유하고 있는데 가족계정에서는 제품 인식 못하네요;; 예전에는 잘됐는데 요즘들어서 전력모니터링도 전원끄면 초기화됬던게 누적되고 뭔가 자잘하게 오류가 많이 나네요"
2021년 9월 4일,김민정,2,2.0,"모든 가전은 한눈에볼수있어서 좋은데 냉장고 부분이 따로 앱이있을때보다 더 불편합니다 .. 쇼핑리스트 관리하려고하는데 잘안됩니다 . smart things Cooking을 경험해보세요페이지 하단에 제공동의 3개 다 동의체크하고 확인누르면 삥삥 돌기만하고 다음페이지로 안넘어가요 -와이파이 , 데이터 두가지다 안되고 -폰껐다켜도 안되고"
2021년 9월 6일,몽남매야옹야옹,2,,"앱에서 에어컨 전원을 켜는 것 까진 가능합니다. 하지만 10번 중 7번은 모드나 온도 설정을 하기 위해 디바이스 선택하면 로딩중 화면으로 백만년 멈춰있습니다, 앱 버젼도 가장 최신버젼이고 재다운로드 및 재 로그인 다 해보았습니다"
2021년 9월 8일,안진균,5,,집에 들어가기전 미리 에어컨 필수 있어서 좋네요
2021년 9월 9일,sk c,1,,관리자 계정으로 로그인 후 기기 연결을 하려는데 계속 관리자가 따로 있으니 관리자에게 초대 받으라는 알림이 뜹니다. 초대방법 확인하고 초대메일을 보냈는데 메일은 오지도 않고 어떻게 추가를 하는 건지 안내가 없어 사용할 수 없습니다. 같은 계정을 중복해서 초대하는 것도 이상한데 초대이후 메일이 안 오니 뭘 어찌해야 할지 모르겠어서 씨름하다 삭제합니다...
2021년 8월 10일,응자,2,,에어컨 연결이 왜 자꾸 끊어질까요 ? 온도조절 1도만 해도 연결이 끊어져서 더이상 연결되지않아요... 몇번이나 앱을 다시 깔고 지우고 하는지...ㅜㅜ
2021년 8월 24일,차ssuny,4,,"요즘 날씨가 많이 더운데 집에 들어오기전에, 에어컨 미리 틀어놓을 수 있어좋아요~ 가끔 버벅할 때가 있지만, 편리하게 잘 사용하고 있습니다~"
2021년 8월 9일,랑이늘이,5,,편하고 아주 좋아요 ~! 일주일 정도 사용해본 결과 오류도 없었고 최곱니다. 근데 다른가전은 다 되는데 투인원 에어컨은 연결이 안돼요ㅠㅠ
